Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Tot_Benes_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Avg_Spnd_Per_Bene_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Chg_Avg_Spnd_Per_Dsg_Unt_20_21,CAGR_Avg_Spnd_Per_Dsg_Unt_17_21
Chlorhexidine Gluconate,Chlorhexidine Gluconate,Xttrium Labs.,10597075.31,873835435.76,1684954.0,974405.0,0.0121270835,6.2892371602,10.875431992,0.0,11831531.71,948148323.57,1837495.0,1077562.0,0.0124785663,6.4389463427,10.97990808,0.0,13124742.01,1012386884.8,1971080.0,1170066.0,0.0129641565,6.6586551586,11.217095454,0.0,11701473.71,1000937064.1,1941885.0,1129459.0,0.0116905189,6.0258324823,10.360246552,0.0,12836189.85,1103051924.7,2158101,1316270.0,0.011636977,5.9479096901,9.7519428765,0,-0.004579948,-0.010260389
Chlorhexidine Gluconate,Chlorhexidine Gluconate,Pharm Assoc Inc,,,,,,,,,,,,,,,,,,,,,,,,,86.16,6622.0,14.0,12.0,0.0130111749,6.1542857143,7.18,1.0,542477.34,26839623.012,52854,38470.0,0.0202118092,10.263695085,14.101308552,0,0.5534192281,0.5534192281
Chlorhexidine Gluconate,Chlorhexidine Gluconate,Major Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.37,9664.0,21,,0.016491101,7.589047619,,1,,
Chlorhexidine Gluconate,Chlorhexidine Gluconate,Dash Pharmaceut,,,,,,,,,4032.68,236040.0,383.0,108.0,0.0170847314,10.529190601,37.33962963,0.0,5143.65,253487.0,512.0,177.0,0.0202915731,10.046191406,29.060169492,0.0,9526.11,611516.0,767.0,205.0,0.015577859,12.419960887,46.468829268,0.0,4646.45,256211.0,567,296.0,0.0181352479,8.1947971781,15.697466216,0,0.164168192,0.0200898987
Chloroquine Phosphate,Chloroquine Phosphate,Rising Pharm,646842.87,178030.0,5887.0,2976.0,4.6388776054,109.87648548,217.35311492,0.0,705180.75,166334.0,5639.0,2691.0,5.0860215083,125.05422061,262.05156076,0.0,646865.24,157544.0,5230.0,2423.0,4.9104373786,123.68360229,266.96873298,0.0,1006884.29,162501.0,5207.0,2320.0,7.2624056484,193.37128673,434.00184914,0.0,782707.76,146840.0,3921,1275.0,6.3554915237,199.61942362,613.88843922,0,-0.124877922,0.0818923687
Chlorpromazine HCl*,Chlorpromazine HCl,Mylan Instituti,2121351.98,195144.5,4118.0,711.0,10.960347557,515.14132589,2983.6174121,0.0,1314047.29,123891.5,2456.0,513.0,10.57190785,535.03554153,2561.495692,0.0,614754.51,81605.0,1822.0,358.0,7.2833169402,337.406427,1717.1913687,0.0,341719.34,47002.0,997.0,202.0,7.0217096047,342.74758275,1691.679901,0.0,26138.76,2986.0,59,25.0,9.3094908651,443.02983051,1045.5504,0,0.3258154195,-0.039990787
Chlorpromazine HCl*,Chlorpromazine HCl,Major Pharmaceu,,,,,,,,,,,,,,,,,15986.8,2945.0,115.0,41.0,5.6312303566,139.01565217,389.92195122,0.0,146194.7,20000.0,747.0,131.0,6.9947072121,195.70910308,1115.9900763,0.0,125472.52,19943.0,644,144.0,5.9009934297,194.83310559,871.33694444,0,-0.156363054,0.0236722226
Chlorpromazine HCl*,Chlorpromazine HCl,Lannett Co. Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6130599.39,1333924.0,17131,6707.0,4.5724815939,357.86582161,914.05984643,0,,
Chlorpromazine HCl*,Chlorpromazine HCl,Glenmark Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032286.38,213760.5,2794,1756.0,4.7486627769,369.46541875,587.86240319,0,,
Chlorpromazine HCl*,Chlorpromazine HCl,Auromedics Phar,,,,,,,,,,,,,,,,,,,,,,,,,8913.79,527.0,34.0,24.0,16.914212524,262.17029412,371.40791667,1.0,183007.52,9993.0,1026,333.0,18.3135715,178.36990253,549.57213213,0,0.0827327299,0.0827327299
Chlorpromazine HCl*,Chlorpromazine HCl,Arbor Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15062.85,2230.0,23,16.0,7.0081471278,654.90652174,941.428125,1,,
Chlorpromazine HCl*,Chlorpromazine HCl,Amneal Pharmace,,,,,,,,,1349344.99,200828.0,2872.0,1802.0,6.7071091611,469.82764276,748.804101,0.0,22124053.72,3737600.25,53651.0,10777.0,5.7929789253,412.36982945,2052.8953995,0.0,31344512.17,5604554.299,81164.0,15719.0,5.5964637042,386.18737581,1994.0525587,0.0,20891934.36,4021253.5,57006,14091.0,5.1703220669,366.48658668,1482.6438407,0,-0.076144805,-0.083088526
Chlorpromazine HCl*,Chlorpromazine HCl,AHP,,,,,,,,,,,,,,,,,6223.48,780.0,25.0,11.0,7.6745416709,248.9392,565.77090909,1.0,6466.33,890.0,20.0,,6.7330598221,323.3165,,1.0,4912.81,937.0,23,,5.9854650338,213.60043478,,1,-0.111033439,-0.116873891
Chlorpromazine HCl*,Chlorpromazine HCl,Zydus Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,5172262.86,931561.0,12994.0,4005.0,5.6279615881,398.05008927,1291.4514007,0.0,8243195.12,1646550.07,23460,6354.0,4.9622435324,351.37234101,1297.323752,0,-0.118287598,-0.118287598
Chlorpromazine HCl*,Chlorpromazine HCl,West-Ward/Hikma,492155.17,29199.0,3013.0,1148.0,16.855206343,163.34389977,428.70659408,0.0,408433.45,25793.0,3063.0,1054.0,15.835050207,133.344254,387.50801708,1.0,536768.03,30878.0,3031.0,1024.0,17.383510266,177.09271857,524.1875293,0.0,439299.34,23203.0,2529.0,878.0,18.932868164,173.70476078,500.34093394,0.0,342445.51,18175.0,2262,818.0,18.841568638,151.39058798,418.63754279,0,-0.004822277,0.0282429625
Chlorpromazine HCl*,Chlorpromazine HCl,Upsher-Smith La,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7550.07,2983.0,31,29.0,2.7586855427,243.55064516,260.34724138,1,,
Chlorpromazine HCl*,Chlorpromazine HCl,Upsher Smith La,96985627.65,12451613.29,195409.0,31538.0,7.7359758394,496.32119119,3075.1990504,0.0,97151857.49,12451769.657,196988.0,30700.0,7.7709410314,493.18667883,3164.5556186,0.0,63516648.07,10154344.426,160684.0,25956.0,6.1660940903,395.28918915,2447.0892306,0.0,53599133.03,8889716.49,132832.0,21111.0,5.913963068,403.51069795,2538.9196642,0.0,41784264.75,6978459.93,109729,17978.0,5.9738426523,380.79509291,2324.1887168,0,0.0101251197,-0.062579021
Chlorpromazine HCl*,Chlorpromazine HCl,Sun Pharmaceuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367227.47,516070.5,6813,3236.0,4.585247264,347.45742991,731.52888443,0,,
Chlorpromazine HCl*,Chlorpromazine HCl,Sandoz,35332715.97,5361623.6,79082.0,19549.0,6.4921809647,446.78581687,1807.3924994,0.0,31934503.26,5050216.62,71985.0,18919.0,6.2402674733,443.62718983,1687.9593668,0.0,25560291.76,4490390.0,59925.0,16014.0,5.592364571,426.53803521,1596.1216286,0.0,14868201.83,2722456.5,37217.0,11919.0,5.3966813227,399.50027756,1247.437019,0.0,6916060.71,1398479.995,20529,6829.0,4.8472913956,336.89223586,1012.7486762,0,-0.101801439,-0.070440641
Chlorpromazine HCl*,Chlorpromazine HCl,Northstar Rx Ll,,,,,,,,,,,,,,,,,,,,,,,,,889849.8,150184.5,2047.0,1317.0,5.9468021534,434.70923302,675.6642369,0.0,8545856.28,1505816.5,21949,4581.0,5.6903516767,389.3505982,1865.5001703,0,-0.043124098,-0.043124098
Chlorthalidone,Chlorthalidone,Zydus Pharmaceu,,,,,,,,,,,,,,,,,132157.2,227386.0,3365.0,3339.0,0.5802021989,39.274056464,39.579874214,0.0,5914333.91,9767454.0,142069.0,48854.0,0.6051084643,41.630010136,121.06140562,0.0,5020051.89,10354145.0,141505,47537.0,0.484585379,35.476144942,105.60304373,0,-0.199176003,-0.086106753
Chlorthalidone,Chlorthalidone,Vistapharm,,,,,,,,,,,,,,,,,92746.82,131256.5,2903.0,2248.0,0.7060196385,31.948611781,41.257482206,0.0,4041144.76,6790992.82,139590.0,59933.0,0.5946448946,28.950102156,67.427706939,0.0,5822084.17,11790955.785,209740,115227.0,0.4938856006,27.758578097,50.527082802,0,-0.169444478,-0.163617781
Chlorthalidone,Chlorthalidone,Unichem Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845412.97,11813618.5,164869,79158.0,0.4096298182,29.389472672,61.211917557,0,,
Chlorthalidone,Chlorthalidone,Sun Pharmaceuti,22258805.1,29133808.35,526450.0,180691.0,0.7619793145,42.280948048,123.18712664,0.0,34391684.69,48546473.047,849210.0,297315.0,0.7076942397,40.498445249,115.67423336,0.0,26333720.22,40585811.146,673571.0,223525.0,0.6487235514,39.095685859,117.81107357,0.0,7047985.05,11552596.01,185856.0,77296.0,0.6098514108,37.921751517,91.181756495,0.0,1151615.79,2378021.0,46609,21298.0,0.4825372532,24.708013259,54.071546155,0,-0.208762586,-0.107934145
Chlorthalidone,Chlorthalidone,Rising Pharm,4888099.98,7091484.5,115163.0,79070.0,0.6890585441,42.445055964,61.819906159,0.0,22568269.68,31848651.357,566251.0,199449.0,0.7082059473,39.855593509,113.15308515,0.0,18111993.93,29625410.75,526891.0,175863.0,0.6103189624,34.375219789,102.98922417,0.0,7878823.11,13210108.73,241288.0,78108.0,0.5960514741,32.653190834,100.87088531,0.0,5589377.53,10512826.606,183514,63102.0,0.5312189394,30.457499319,88.576868087,0,-0.108770027,-0.062968141
Chlorthalidone,Chlorthalidone,Northstar Rx Ll,,,,,,,,,1682152.2,2242545.83,43878.0,24283.0,0.7481717088,38.337029947,69.272832846,0.0,5223019.61,7541760.5,148928.0,46281.0,0.6909458343,35.070769835,112.85451071,0.0,4502804.66,6770217.0,125663.0,42631.0,0.6637184184,35.832382324,105.62277826,0.0,2893683.26,5536437.67,95415,37965.0,0.5221670969,30.327341194,76.219761886,0,-0.213270142,-0.112974564
Chlorthalidone,Chlorthalidone,Nivagen Pharmac,,,,,,,,,5479287.21,7633292.0,122744.0,82119.0,0.7146991434,44.639959672,66.723744931,0.0,24520786.54,35944940.29,569601.0,196814.0,0.6807833461,43.049058095,124.58862957,0.0,23424488.7,42253710.232,629224.0,207906.0,0.5539112474,37.227583023,112.6686517,0.0,12813526.74,35537897.118,523135,195566.0,0.360201224,24.493728655,65.520216909,0,-0.349713107,-0.20419382
Chlorthalidone,Chlorthalidone,Mylan Instituti,207520.88,200273.5,5381.0,2772.0,1.0361874137,38.565485969,74.863232323,0.0,94081.2,106652.0,3073.0,1019.0,0.8821325432,30.615424666,92.326987242,0.0,58574.91,71707.0,2200.0,631.0,0.8168646018,26.624959091,92.828700475,0.0,45009.05,58796.5,1622.0,419.0,0.7655055998,27.749106042,107.42016706,0.0,38596.99,59395.5,1560,507.0,0.649830206,24.741660256,76.128185404,0,-0.151109794,-0.110101662
Chlorthalidone,Chlorthalidone,Mylan,50248457.09,63239154.139,1242637.0,352542.0,0.7935092949,40.436955515,142.53183192,0.0,21480700.91,29091660.05,556688.0,190166.0,0.7359785383,38.586606699,112.95763128,0.0,5003359.43,6577624.98,127567.0,46629.0,0.75152283,39.221424271,107.30145253,0.0,3303841.15,4598001.082,86702.0,31605.0,0.6990203795,38.105708634,104.53539472,0.0,2713332.63,4649531.25,83296,31272.0,0.5739709903,32.574584974,86.765561205,0,-0.178892337,-0.077780117
Chlorthalidone,Chlorthalidone,Major Pharmaceu,,,,,,,,,,,,,,,,,2625.78,2536.0,101.0,39.0,1.0354022082,25.997821782,67.327692308,0.0,13391.99,15428.0,534.0,104.0,0.8680315012,25.078632959,128.76913462,0.0,8363.95,11677.0,338,110.0,0.7162755845,24.745414201,76.035909091,0,-0.174827661,-0.168263941
Chlorthalidone,Chlorthalidone,Dr.Reddy'S Lab,,,,,,,,,7475.24,10555.0,234.0,224.0,0.7082179062,31.945470085,33.371607143,0.0,7793754.19,14755039.5,232165.0,102037.0,0.527147452,33.569892921,76.381647736,0.0,19143365.59,33148032.25,516307.0,172779.0,0.5775810459,37.07748605,110.79683058,0.0,13396253.15,27527252.965,422812,138405.0,0.4871737505,31.683710845,96.790239876,0,-0.156527462,-0.117247427
Chlorthalidone,Chlorthalidone,Avpak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.92,1348.0,57,,0.6579525223,15.56,,0,,
Chlorthalidone,Chlorthalidone,Ascend Laborato,,,,,,,,,,,,,,,,,,,,,,,,,3976066.51,7439375.0,103195.0,62440.0,0.5337464845,38.529643006,63.678195227,0.0,12481687.34,26872724.75,389547,145396.0,0.4638420369,32.041543999,85.846153539,0,-0.130969383,-0.130969383
Chlorthalidone,Chlorthalidone,Amneal Pharmace,,,,,,,,,,,,,,,,,2572501.09,4372190.0,65223.0,52393.0,0.587477489,39.441624734,49.100091424,0.0,11432024.73,21965577.5,319483.0,108322.0,0.5192839602,35.782889011,105.53742296,0.0,7538290.9,18671878.5,266362,124675.0,0.4028528914,28.300924681,60.463532384,0,-0.224214645,-0.171909833
Chlorthalidone,Chlorthalidone,Ajanta Pharma L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060074.61,2309134.0,37926,26498.0,0.4588874948,27.951131414,40.00583478,0,,
Chlorzoxazone,Chlorzoxazone,"Trupharma, LLC.",,,,,,,,,,,,,,,,,,,,,,,,,4604.16,787.0,14.0,11.0,5.9490897501,328.86857143,418.56,1.0,122552.44,23059.0,287,82.0,5.3316888012,427.01198606,1494.5419512,0,-0.103780742,-0.103780742
Chlorzoxazone,Chlorzoxazone,Trigen Laborato,,,,,,,,,,,,,,,,,50148.23,7080.0,93.0,55.0,7.0906820808,539.22827957,911.786,0.0,1052985.67,156158.0,1897.0,714.0,6.7683379779,555.07942541,1474.7698459,0.0,431990.36,84946.0,993,377.0,5.0869767141,435.03560926,1145.8630239,0,-0.248415677,-0.152995207
Chlorzoxazone,Chlorzoxazone,"Solubiomix, LLC",,,,,,,,,7042777.17,521460.0,3452.0,1935.0,13.505881889,2040.2019612,3639.678124,1.0,27274831.2,1677595.0,13160.0,4879.0,16.258293092,2072.5555623,5590.2502972,0.0,16961381.72,938607.0,8202.0,2604.0,18.070802498,2067.9568057,6513.5874501,0.0,14328898.98,738116.0,6776,1579.0,19.412800942,2114.654513,9074.6668651,0,0.0742633563,0.1285524588
Chlorzoxazone,Chlorzoxazone,Par Pharm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139684.18,26646.0,316,158.0,5.2420064979,442.0385443,884.07708861,0,,
Chlorzoxazone,Chlorzoxazone,Novitium Pharma,,,,,,,,,,,,,,,,,,,,,,,,,140025.93,257609.5,2654.0,1629.0,0.543558875,52.760335343,85.958213628,0.0,1135724.44,2202953.0,25136,8609.0,0.515546378,45.183181095,131.92292252,0,-0.05153535,-0.05153535
Chlorzoxazone,Chlorzoxazone,"Mikart, Inc",,,,,,,,,,,,,,,,,,,,,,,,,73078.18,4530.0,48.0,18.0,16.132048565,1522.4620833,4059.8988889,1.0,62235.71,3780.0,52,16.0,16.464473545,1196.8405769,3889.731875,1,0.0206064951,0.0206064951
Chlorzoxazone,Chlorzoxazone,Mayne Pharma In,,,,,,,,,,,,,,,,,,,,,,,,,60327.43,9952.0,121.0,99.0,6.022902626,498.57380165,609.3679798,0.0,519170.42,91872.0,1035,326.0,5.6503873573,501.61393237,1592.5473006,0,-0.061849791,-0.061849791
Chlorzoxazone,Chlorzoxazone,Axis Pharmaceut,,,,,,,,,,,,,,,,,,,,,,,,,3113878.73,146219.0,1643.0,395.0,21.295992518,1895.2396409,7883.2372911,0.0,479604.63,24991.0,329,76.0,19.191093994,1457.7648328,6310.5872368,1,-0.098840123,-0.098840123
Chlorzoxazone,Chlorzoxazone,Actavis/Teva,2095970.32,4959735.034,59845.0,21830.0,0.4225972367,35.023315565,96.01329913,0.0,2997779.05,5808183.0,69071.0,23586.0,0.5161302683,43.401413763,127.09993428,0.0,3089419.16,5964141.0,72100.0,23470.0,0.5179990144,42.849086824,131.63268683,0.0,2650258.92,4805588.5,56703.0,18320.0,0.5514951852,46.739306915,144.66478821,0.0,1252356.02,2361267.5,28391,10376.0,0.530374479,44.111021803,120.69738049,0,-0.038297173,0.0584345096
Chlorzoxazone,Chlorzoxazone,Aurobindo Pharm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122428.68,212957.0,2161,1098.0,0.5748985946,56.653715872,111.50153005,0,,
Chlorzoxazone,Chlorzoxazone,Cameron Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,604772.5,91292.0,1012.0,377.0,6.6742893257,597.60128458,1604.1710875,0.0,269255.55,51246.0,523,231.0,5.2680310422,514.8289675,1165.6084416,0,-0.210697831,-0.210697831
Chlorzoxazone,Chlorzoxazone,Cintex Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613632.55,33210.0,291,177.0,18.477342668,2108.702921,3466.850565,0,,
Chlorzoxazone,Chlorzoxazone,Glenmark Pharma,,,,,,,,,,,,,,,,,,,,,,,,,298282.34,45824.0,556.0,240.0,6.5041667559,536.47902878,1242.8430833,0.0,280099.97,51229.0,668,240.0,5.470697004,419.31133234,1167.0832083,0,-0.158893489,-0.158893489
Cholbam,Cholic Acid,Manchester Phar,,,,,,,,,,,,,,,,,532894.61,953.0,12.0,,655.43292236,44407.884167,,1.0,2701830.14,3540.0,38.0,,785.04503375,71100.793158,,0.0,3358340.8,3720.0,37,,902.77978495,90765.967568,,0,0.1499719712,0.1736180677
Cholestyramine,Cholestyramine (With Sugar),Zydus Pharmaceu,,,,,,,,,437849.34,253640.0,3366.0,3010.0,1.8289692748,130.08001783,145.46489701,0.0,10737847.28,18024275.0,88020.0,46391.0,1.3973632739,121.99326608,231.46401845,0.0,14247089.61,27070839.0,119864.0,53292.0,1.2797972409,118.86045527,267.34011878,0.0,15653616.8,29637681.8,134044,58593.0,1.2527714785,116.77969025,267.15847968,0,-0.021117222,-0.118501016
Cholestyramine,Cholestyramine (With Sugar),Upsher-Smith La,4140966.53,3599747.5,35496.0,15263.0,1.878393384,116.66008931,271.30751032,0.0,3356226.41,3079498.0,28711.0,14742.0,1.8233227299,116.89688308,227.66425248,0.0,3602631.95,3937361.0,31276.0,16813.0,1.7162677835,115.18838566,214.27656873,0.0,3269240.4,1781202.8,27013.0,11576.0,1.9787999243,121.02470662,282.41537664,0.0,693750.22,403682.0,6250,3786.0,2.0183069994,111.0000352,183.24094559,0,0.0199651691,0.0181228138
Cholestyramine,Cholestyramine (With Sugar),Tagi Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9630.82,4430.0,91,69.0,2.174,105.83318681,139.57710145,0,,
Cholestyramine,Cholestyramine (With Sugar),Sandoz,23398949.34,43165297.886,204980.0,82610.0,1.3414754926,114.15235311,283.24596707,0.0,22978022.15,43209695.0,206762.0,86941.0,1.2957354483,111.1327137,264.29443128,0.0,16925431.49,32620362.6,147130.0,71391.0,1.2480158907,115.0372561,237.08074533,0.0,18379642.27,31853942.8,143290.0,63880.0,1.30836792,128.2688413,287.72138807,0.0,15714873.44,30369162.5,130034,62506.0,1.1964408884,120.85203439,251.41383931,0,-0.085547062,-0.028199483
Cholestyramine,Cholestyramine (With Sugar),Par Pharm.,26049952.79,40653259.289,217182.0,82000.0,1.5138354497,119.94526614,317.6823511,0.0,26500367.63,39783330.644,224972.0,89651.0,1.5341292578,117.79407051,295.59478009,0.0,20825111.7,31786729.75,181714.0,83808.0,1.4818658739,114.60378232,248.48596435,0.0,17317447.24,24367857.0,148039.0,61777.0,1.5565111153,116.97895311,280.32191981,0.0,14228370.58,18002329.4,123159,51574.0,1.6199442987,115.52846792,275.88262652,0,0.0407534407,0.0170805581
Cholestyramine,Cholestyramine (With Sugar),Ani Pharmaceuti,,,,,,,,,132490.65,662999.0,1524.0,1118.0,0.1998353693,86.936122047,118.50684258,0.0,551168.27,2821621.8,6316.0,3949.0,0.1953374013,87.26540057,139.57160547,0.0,722362.62,4019746.0,8820.0,4640.0,0.1797035484,81.90052381,155.68159914,0.0,1718915.36,10577107.0,21612,8892.0,0.1625128081,79.535228577,193.31031939,0,-0.095661663,-0.066591512
Cholestyramine,Cholestyramine (With Sugar),Ascend Laborato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22807.34,61580.8,247,243.0,0.9609764713,92.337408907,93.857366255,0,,
Cholestyramine,Cholestyramine (With Sugar),Ajanta Pharma L,,,,,,,,,,,,,,,,,,,,,,,,,2539.36,1365.0,18.0,18.0,1.8603369963,141.07555556,141.07555556,1.0,5390680.11,3188042.0,44962,26498.0,1.6909062396,119.89413527,203.4372447,0,-0.091075304,-0.091075304
Cholestyramine Light,Cholestyramine/Aspartame,Zydus Pharmaceu,,,,,,,,,1617346.58,1703226.611,11921.0,6562.0,1.6204051886,135.67205604,246.47159098,0.0,5340612.23,6725084.641,44091.0,19073.0,1.4656102506,121.12703794,280.00903004,0.0,5539647.6,6942774.727,45602.0,18455.0,1.4238643896,121.47817201,300.17055541,0.0,5768372.53,6999785.733,47955,19639.0,1.4585858104,120.28719696,293.72027751,0,0.0243853425,-0.034461817
Cholestyramine Light,Cholestyramine/Aspartame,Sandoz,7328433.91,14098545.617,65977.0,26481.0,1.0305382306,111.07558558,276.74309543,0.0,6330883.63,13236061.122,60622.0,25106.0,0.9614913415,104.43211425,252.16616068,0.0,4268282.81,8373624.439,38792.0,19153.0,1.0278508883,110.02997551,222.85191928,0.0,4140102.08,8604397.156,38026.0,16761.0,0.9329043044,108.87556093,247.00805919,0.0,4266087.91,9355899.045,40820,18432.0,0.8726837533,104.50974792,231.45008192,0,-0.064551692,-0.040713802
Cholestyramine Light,Cholestyramine/Aspartame,Tagi Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8038.86,4309.6,61,52.0,1.9245383738,131.78459016,154.59346154,0,,
Cholestyramine Light,Cholestyramine/Aspartame,Par Pharm.,3062436.85,3112902.7,28106.0,10994.0,1.7074724275,108.96025226,278.55528925,0.0,2740896.33,3084378.4,26246.0,11299.0,1.5898370904,104.43101158,242.57866448,0.0,2680918.74,4113833.1,27038.0,11854.0,1.3470716848,99.153736963,226.16152691,0.0,2116415.61,3617590.8,21280.0,8686.0,1.2317219956,99.455620771,243.65825581,0.0,1584946.74,2941880.278,15790,6953.0,1.1459012326,100.37661431,227.95149432,0,-0.069675433,-0.094896234
Chorionic Gonadotropin,Chorionic Gonadotropin,Fresenius Kabi,172873.55,658.0,226.0,89.0,262.72575988,764.92721239,1942.3994382,1.0,480375.86,2128.0,677.0,164.0,225.74053571,709.56552437,2929.1210976,1.0,369333.69,1529.0,641.0,143.0,241.55244604,576.18360374,2582.7530769,1.0,460023.05,1666.0,683.0,156.0,276.12427971,673.53301611,2948.8657051,0.0,387422.19,1349.0,597,143.0,287.19213491,648.94839196,2709.2460839,0,0.0400828758,0.0225097817
Chorionic Gonadotropin,Human,Fresenius Kabi,172873.55,658.0,226.0,89.0,262.72575988,764.92721239,1942.3994382,1.0,480375.86,2128.0,677.0,164.0,225.74053571,709.56552437,2929.1210976,1.0,369333.69,1529.0,641.0,143.0,241.55244604,576.18360374,2582.7530769,1.0,460023.05,1666.0,683.0,156.0,276.12427971,673.53301611,2948.8657051,0.0,387422.19,1349.0,597,143.0,287.19213491,648.94839196,2709.2460839,0,0.0400828758,0.0225097817
Cialis,Tadalafil,Eli Lilly & Co.,130577264.71,12683075.0,314087.0,62815.0,14.084582097,415.7359735,2078.7592885,0.0,119747775.01,10335895.0,251288.0,54805.0,16.508539753,476.53598664,2184.9790167,0.0,25450789.92,2167832.0,53496.0,15398.0,18.658543865,475.75126963,1652.8633537,0.0,11236630.04,953636.0,21306.0,4127.0,13.628312547,527.39275509,2722.7114223,0.0,8146167.61,678829.0,14318,2728.0,13.565755718,568.94591493,2986.1318218,0,-0.004590211,-0.009339136
Ciclodan,Ciclopirox,Medimetriks Pha,4117.56,1042.8,113.0,79.0,3.948561565,36.438584071,52.121012658,0.0,6539.99,1504.8,123.0,83.0,4.3460858586,53.170650407,78.795060241,0.0,7596.15,1663.2,148.0,87.0,4.5671897547,51.325337838,87.312068966,0.0,4675.9,1063.6,104.0,63.0,4.3962955998,44.960576923,74.220634921,0.0,3538.77,897.6,122,72.0,3.9424799465,29.006311475,49.149583333,0,-0.103226829,-0.000385275
Ciclopirox,Ciclopirox,Teligent Pharma,,,,,,,,,162403.0,260402.0,2060.0,1461.0,0.6236626447,78.836407767,111.15879535,0.0,405847.57,690841.0,5338.0,3320.0,0.5874688532,76.029893218,122.24324398,0.0,62287.26,108840.0,884.0,651.0,0.5722828004,70.460701357,95.679354839,0.0,6393.07,10560.0,86,66.0,0.6054043561,74.338023256,96.86469697,0,0.0578762032,-0.009855446
Ciclopirox,Ciclopirox,Taro Pharm USA,2326428.15,594809.187,73535.0,35918.0,4.3535707434,31.637018427,64.770537057,0.0,3406022.57,1493770.834,100796.0,50098.0,4.0764718011,33.791247371,67.987196495,0.0,4447707.05,1902699.412,139753.0,67228.0,4.0208321683,31.825485321,66.158550753,0.0,4278862.81,1732948.673,142038.0,69829.0,3.8378716808,30.124775131,61.276300821,0.0,1461613.86,876544.288,47622,29967.0,3.4833459353,30.691988157,48.774113525,0,-0.092375612,-0.054225174
Ciclopirox,Ciclopirox,Perrigo/Padagis,9377267.6,4421185.591,155785.0,91503.0,3.8974571014,60.193648939,102.48043889,0.0,9644594.04,4785239.773,207823.0,122480.0,3.8781599648,46.407731772,78.74423612,0.0,11245388.46,5872864.811,260704.0,147856.0,3.7334932014,43.134698585,76.056355238,0.0,10425001.69,5894060.56,233445.0,128438.0,3.8627475587,44.657207008,81.167580389,0.0,10496979.94,6357563.929,293820,163300.0,3.7799175755,35.725886393,64.28034256,0,-0.021443282,-0.007626299
Ciclopirox,Ciclopirox,Hi-Tech/Akorn C,1780584.69,392545.214,58026.0,31617.0,4.5359989792,30.68598025,56.31731948,0.0,1116402.3,246946.171,36583.0,22414.0,4.5208325988,30.516969631,49.808258231,0.0,369140.14,82039.15,12050.0,6962.0,4.4995607585,30.634036515,53.02214019,0.0,191510.8,45423.657,6294.0,3515.0,4.2161026357,30.427518271,54.483869132,0.0,765850.39,191547.987,27743,18253.0,3.9982168541,27.60517572,41.957507807,0,-0.05167943,-0.031056733
