905,B-D Single Use Alcohol Swab,Alcohol Antiseptic Pads,Becton Dickinso
906,BCG (Tice Strain),BCG Live,Merck Sharp & D
907,Bacitracin*,Bacitracin,Perrigo Co.
908,Bacitracin*,Bacitracin,Pharmaci/Pfizer
909,Bacitracin-Polymyxin,Bacitracin/Polymyxin B Sulfate,Bausch Health U
910,Baclofen*,Baclofen,Advagen Pharma
911,Baclofen*,Baclofen,Amneal Pharmace
912,Baclofen*,Baclofen,AHP
913,Baclofen*,Baclofen,Upsher-Smith La
914,Baclofen*,Baclofen,Zydus Pharmaceu
915,Baclofen*,Baclofen,"Trupharma, LLC."
916,Baclofen*,Baclofen,Unichem Pharmac
917,Baclofen*,Baclofen,Qualitest/Par P
918,Baclofen*,Baclofen,Mylan Instituti
919,Baclofen*,Baclofen,Marlex Pharm.
920,Baclofen*,Baclofen,Teva USA
921,Baclofen*,Baclofen,Mckesson Packag
922,Baclofen*,Baclofen,Major Pharmaceu
923,Baclofen*,Baclofen,Eywa Pharma Inc
924,Baclofen*,Baclofen,Lannett Co. Inc
925,Baclofen*,Baclofen,Camber Pharmace
926,Baclofen*,Baclofen,Northstar Rx Ll
927,Bactrim,Sulfamethoxazole/Trimethoprim,Caraco Pharma I
928,Bactrim Ds,Sulfamethoxazole/Trimethoprim,Caraco Pharma I
929,Bafiertam,Monomethyl Fumarate,Banner Life Sci
930,Balcoltra,Levonorgest/Eth.Estradiol/Iron,Avion Pharmaceu
931,Balsalazide Disodium,Balsalazide Disodium,Apotex Corp
932,Balsalazide Disodium,Balsalazide Disodium,West-Ward/Hikma
933,Balversa,Erdafitinib,Janssen Product
934,Balziva,Norethindrone-Ethin. Estradiol,Teva USA
935,Band-Aid Gauze Pads,Gauze Bandage,J&J Cons Prod
936,Banzel,Rufinamide,Eisai Inc.
937,Baqsimi,Glucagon,Eli Lilly & Co.
938,Baraclude,Entecavir,BMS Primarycare
939,Basaglar Kwikpen U-100,Insulin Glargine,Eli Lilly & Co.
940,Basaglar Kwikpen U-100,Hum.Rec.Anlog,Eli Lilly & Co.
941,Bavencio,Avelumab,"Emd Serono, Inc"
942,Baxdela*,Delafloxacin Meglumine,Melinta Therape*
943,Bd Insulin Syringe,Syringe And Needle,Becton Dickinso
944,Bd Insulin Syringe,Insulin,Becton Dickinso
945,Bd Insulin Syringe,1ml,Becton Dickinso
946,Bd Insulin Syringe Micro-Fine,Syringe-Needle,Becton Dickinso
947,Bd Insulin Syringe Micro-Fine,Insulin,Becton Dickinso
948,Bd Insulin Syringe Micro-Fine,0.5 Ml,Becton Dickinso
949,Bd Insulin Syringe Ult-Fine II,Syring-Needl,Becton Dickinso
950,Bd Insulin Syringe Ult-Fine II,Disp,Becton Dickinso
951,Bd Insulin Syringe Ult-Fine II,Insul,Becton Dickinso
952,Bd Insulin Syringe Ult-Fine II,0.3 Ml,Becton Dickinso
953,Bd Insulin Syringe Ult-Fine II,Syringe And Needle,Becton Dickinso
954,Bd Insulin Syringe Ult-Fine II,Insulin,Becton Dickinso
955,Bd Insulin Syringe Ult-Fine II,1ml,Becton Dickinso
956,Bd Insulin Syringe Ult-Fine II,Syringe-Needle,Becton Dickinso
957,Bd Insulin Syringe Ult-Fine II,Insulin,Becton Dickinso
958,Bd Insulin Syringe Ult-Fine II,0.5 Ml,Becton Dickinso
959,Bd Insulin Syringe Ultra-Fine,Syring-Needl,Becton Dickinso
960,Bd Insulin Syringe Ultra-Fine,Disp,Becton Dickinso
961,Bd Insulin Syringe Ultra-Fine,Insul,Becton Dickinso
962,Bd Insulin Syringe Ultra-Fine,0.3 Ml,Becton Dickinso
963,Bd Insulin Syringe Ultra-Fine,Syringe-Needle,Becton Dickinso
964,Bd Insulin Syringe Ultra-Fine,Insulin,Becton Dickinso
965,Bd Insulin Syringe Ultra-Fine,0.5 Ml,Becton Dickinso
966,Beconase Aq,Beclomethasone Dipropionate,Glaxosmithkline
967,Bekyree,Desog-E.Estradiol/E.Estradiol,Lupin Pharmaceu
968,Belbuca,Buprenorphine HCl,Biodelivery Sci
969,Belladonna-Opium,Opium/Belladonna Alkaloids,Perrigo Co.
970,Belsomra,Suvorexant,Merck Sharp & D
971,Benazepril HCl,Benazepril HCl,Solco Healthcar
972,Benazepril HCl,Benazepril HCl,Sandoz
973,Benazepril HCl,Benazepril HCl,Aurobindo Pharm
974,Benazepril HCl,Benazepril HCl,Amneal Pharmace
975,Benazepril HCl,Benazepril HCl,Avkare
976,Benazepril HCl,Benazepril HCl,Ranbaxy Pharmac
977,Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,Apotex Corp
978,Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,Sandoz
979,Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,Rising Pharm
980,Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,Perrigo Co.
981,Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,Mylan
982,Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,Upsher Smith La
983,Bendeka,Bendamustine HCl,"Cephalon,Inc.-T"
984,Benicar,Olmesartan Medoxomil,"Daiichi Sankyo,"
985,Benicar HCT,Olmesartan/Hydrochlorothiazide,"Daiichi Sankyo,"
986,Benlysta*,Belimumab,Glaxosmithkline*
987,Bensal HP,Salicylic Acid,Smg Pharmaceuti
988,Bentyl*,Dicyclomine HCl,Aptalis/Allerga*
989,Benzaclin,Clindamycin Phos/Benzoyl Perox,Bausch Health U
990,Benzamycin,Erythromycin/Benzoyl Peroxide,Bausch Health U
991,Benzonatate,Benzonatate,Aiping Pharmace
992,Benzonatate,Benzonatate,Acella Pharmace
993,Benzonatate,Benzonatate,Alembic Pharmac
994,Benzonatate,Benzonatate,Zydus Pharmaceu
995,Benzonatate,Benzonatate,Tagi Pharma
996,Benzonatate,Benzonatate,Strides Pharma
997,Benzonatate,Benzonatate,Major Pharmaceu
998,Benzonatate,Benzonatate,Epic Pharma LLC
999,Benzonatate,Benzonatate,Camber Pharmace
1000,Benzonatate,Benzonatate,Bionpharma Inc.
1001,Benzonatate,Benzonatate,Ascend Laborato
1002,Benztropine Mesylate*,Benztropine Mesylate,Zydus Pharmaceu
1003,Benztropine Mesylate*,Benztropine Mesylate,West-Ward/Hikma
1004,Benztropine Mesylate*,Benztropine Mesylate,Upsher Smith La
1005,Benztropine Mesylate*,Benztropine Mesylate,Qualitest/Par P
1006,Benztropine Mesylate*,Benztropine Mesylate,Marlex Pharm.
1007,Benztropine Mesylate*,Benztropine Mesylate,Major Pharmaceu
1008,Benztropine Mesylate*,Benztropine Mesylate,Excellium Pharm
1009,Benztropine Mesylate*,Benztropine Mesylate,"Cipla USA, Inc."
1010,Benztropine Mesylate*,Benztropine Mesylate,Chartwell Rx Ll
1011,Benztropine Mesylate*,Benztropine Mesylate,Bayshore Pharma
1012,Benztropine Mesylate*,Benztropine Mesylate,Leading Pharma
1013,Benztropine Mesylate*,Benztropine Mesylate,App/Fresenius K
1014,Benztropine Mesylate*,Benztropine Mesylate,AHP
1015,Beovu,Brolucizumab-Dbll,Novartis
1016,Bepotastine Besilate,Bepotastine Besilate,Mylan
1017,Bepotastine Besilate,Bepotastine Besilate,Bausch Health U
1018,Bepotastine Besilate,Bepotastine Besilate,Apotex Corp
1019,Bepreve,Bepotastine Besilate,Bausch Health U
1020,Berinert,C1 Esterase Inhibitor,CSL Behring LLC
1021,Besivance,Besifloxacin HCl,Bausch Health U
1022,Betadine,Povidone-Iodine,Alcon Laborator
1023,Betamethasone Diprop Augmented,Betamethasone Dipropionate,Taro Pharm USA
1024,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Versapharm/Akor
1025,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Teligent Pharma
1026,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Prasco Labs
1027,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Sandoz
1028,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Perrigo/Padagis
1029,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Mckesson Packag
1030,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Lupin Pharmaceu
1031,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Glenmark Pharma
1032,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Taro Pharm USA
1033,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Fougera/Sandoz
1034,Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Actavis/Teva
1035,Betamethasone Dipropionate,Betamethasone Dipropionate,Zydus Pharmaceu
1036,Betamethasone Dipropionate,Betamethasone Dipropionate,Viona Pharmaceu
1037,Betamethasone Dipropionate,Betamethasone Dipropionate,Versapharm/Akor
1038,Betamethasone Dipropionate,Betamethasone Dipropionate,Taro Pharm USA
1039,Betamethasone Dipropionate,Betamethasone Dipropionate,Perrigo/Padagis
1040,Betamethasone Dipropionate,Betamethasone Dipropionate,Northstar Rx Ll
1041,Betamethasone Dipropionate,Betamethasone Dipropionate,Fougera/Sandoz
1042,Betamethasone Dipropionate,Betamethasone Dipropionate,Cosette Pharmac
1043,Betamethasone Dipropionate,Betamethasone Dipropionate,Actavis/Teva
1044,Betamethasone Sod Phos-Acetate,Betamethasone Acetate,Amer. Regent
1045,Betamethasone Sod Phos-Acetate,Sod Phos,Amer. Regent
1046,Betamethasone Valerate,Betamethasone Valerate,Taro Pharm USA
1047,Betamethasone Valerate,Betamethasone Valerate,Sandoz
1048,Betamethasone Valerate,Betamethasone Valerate,"STI Pharma, LLC"
1049,Betamethasone Valerate,Betamethasone Valerate,Perrigo/Padagis
1050,Betamethasone Valerate,Betamethasone Valerate,Mylan
1051,Betamethasone Valerate,Betamethasone Valerate,Cosette Pharmac
1052,Betamethasone Valerate,Betamethasone Valerate,Fougera/Sandoz
1053,Betamethasone Valerate,Betamethasone Valerate,Actavis/Teva
1054,Betamethasone Valerate,Betamethasone Valerate,Ingenus Pharmac
1055,Betapace,Sotalol HCl,Covis Pharma
1056,Betapace Af,Sotalol HCl,Covis Pharma
1057,Betaseron,Interferon Beta-1b,"Bayer,Pharm Div"
1058,Betaxolol HCl*,Betaxolol HCl,Sandoz
1059,Betaxolol HCl*,Betaxolol HCl,Puracap Laborat
1060,Betaxolol HCl*,Betaxolol HCl,Marlex Pharm.
1061,Betaxolol HCl*,Betaxolol HCl,"KVK-Tech, Inc."
1062,Betaxolol HCl*,Betaxolol HCl,Epic Pharma LLC
1063,Betaxolol HCl*,Betaxolol HCl,Akorn Inc.
1064,Bethanechol Chloride,Bethanechol Chloride,Teva USA
1065,Bethanechol Chloride,Bethanechol Chloride,Marlex Pharm.
1066,Bethanechol Chloride,Bethanechol Chloride,Upsher Smith La
1067,Bethanechol Chloride,Bethanechol Chloride,Major Pharmaceu
1068,Bethanechol Chloride,Bethanechol Chloride,Lannett Co. Inc
1069,Bethanechol Chloride,Bethanechol Chloride,Eci Pharmaceuti
1070,Bethanechol Chloride,Bethanechol Chloride,Rising Pharm
1071,Bethanechol Chloride,Bethanechol Chloride,Amneal Pharmace
1072,Bethkis,Tobramycin,"Chiesi USA, Inc"
1073,Betimol,Timolol,Oak Pharmaceuti
1074,Betoptic S,Betaxolol HCl,Alcon/Novartis
1075,Bevespi Aerosphere,Glycopyrrolate/Formoterol Fum,Astrazeneca
1076,Bexarotene,Bexarotene,Oceanside Pharm
1077,Bexarotene,Bexarotene,Upsher-Smith La
1078,Bexarotene,Bexarotene,Mylan
1079,Bexarotene,Bexarotene,Ani Pharmaceuti
1080,Bexarotene,Bexarotene,West-Ward/Hikma
1081,Bexarotene,Bexarotene,Amneal Pharmace
1082,Bexsero,Meningococcal B Vaccine,Glaxosmithkline
1083,Bexsero,4-Comp,Glaxosmithkline
1084,Beyaz,Drospir/Eth Estra/Levomefol Ca,"Bayer,Pharm Div"
1085,Bicalutamide,Bicalutamide,Sun Pharma Glob
1086,Bicalutamide,Bicalutamide,Northstar Rx Ll
1087,Bicalutamide,Bicalutamide,Major Pharmaceu
1088,Bicalutamide,Bicalutamide,"Gsms, Inc."
1089,Bicalutamide,Bicalutamide,Apotex Corp
1090,Bicalutamide,Bicalutamide,Ani Pharmaceuti
1091,Bicalutamide,Bicalutamide,Accord Healthca
1092,Bicillin C-R,Pen G Benz/Pen G Procaine,Pfizer US Pharm
1093,Bicillin L-A,Penicillin G Benzathine,Pfizer US Pharm
1094,Bidil,Isosorbide Dinit/Hydralazine,Arbor Pharmaceu
1095,Bijuva,Estradiol/Progesterone,Therapeuticsmd
1096,Biktarvy,Bictegrav/Emtricit/Tenofov Ala,Gilead Sciences
1097,Bimatoprost*,Bimatoprost,Somerset Therap
1098,Bimatoprost*,Bimatoprost,Lupin Pharmaceu
1099,Bimatoprost*,Bimatoprost,Hi-Tech/Akorn C
1100,Bimatoprost*,Bimatoprost,Fosun Pharma Us
1101,Bimatoprost*,Bimatoprost,Alembic Pharmac*
1102,Bimatoprost*,Bimatoprost,Apotex Corp
1103,Binosto,Alendronate Sodium,Mission Pharm.
1104,Binosto,Alendronate Sodium,Ascend Therapeu
1105,Bisoprolol Fumarate,Bisoprolol Fumarate,Unichem Pharmac
1106,Bisoprolol Fumarate,Bisoprolol Fumarate,"Trupharma, LLC."
1107,Bisoprolol Fumarate,Bisoprolol Fumarate,Sandoz
1108,Bisoprolol Fumarate,Bisoprolol Fumarate,Aurobindo Pharm
1109,Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,Unichem Pharmac
1110,Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,Teva USA
1111,Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,Sandoz
1112,Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,Mylan
1113,Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,Edenbridge Phar
1114,Bivigam,Immun Glob G(IgG)/Gly/IgA Ov50,"Adma Biologics,"
1115,Bleomycin Sulfate,Bleomycin Sulfate,Teva Parenteral
1116,Bleph-10,Sulfacetamide Sodium,Allergan Inc.
1117,Blephamide,Sulfacetamide/Prednisolone,Allergan Inc.
1118,Blephamide S.O.P.,Sulfacetamide/Prednisolone,Allergan Inc.
1119,Blincyto,Blinatumomab,Amgen
1120,Blisovi 24 Fe,Norethindrone-E.Estradiol-Iron,Lupin Pharmaceu
1121,Blisovi Fe,Norethindrone-E.Estradiol-Iron,Lupin Pharmaceu
1122,Boniva*,Ibandronate Sodium,Roche Labs.
1123,Bonjesta,Doxylamine Succinate/Vit B6,"Duchesnay USA,"
1124,Boostrix Tdap,Diphth,Glaxosmithkline
1125,Boostrix Tdap,Pertuss(Acell),Glaxosmithkline
1126,Boostrix Tdap,Tet Vac,Glaxosmithkline
1127,Bortezomib,Bortezomib,Fresenius Kabi
1128,Bortezomib,Bortezomib,Dr.Reddy'S Lab
1129,Bosentan,Bosentan,Zydus Pharmaceu
1130,Bosentan,Bosentan,West-Ward/Hikma
1131,Bosentan,Bosentan,Sun Pharma Glob
1132,Bosentan,Bosentan,Par Pharm.
1133,Bosentan,Bosentan,Actavis/Teva
1134,Bosentan,Bosentan,Amneal Pharmace
1135,Bosulif,Bosutinib,Pfizer US Pharm
1136,Botox,Onabotulinumtoxina,Allergan/Botox
1137,Braftovi,Encorafenib,Array/Pfizer
1138,Breo Ellipta,Fluticasone/Vilanterol,Glaxosmithkline
1139,Breztri Aerosphere,Budesonide/Glycopyr/Formoterol,Astrazeneca
1140,Briellyn,Norethindrone-Ethin. Estradiol,Glenmark Pharma
1141,Brilinta,Ticagrelor,Astrazeneca
1142,Brimonidine Tartrate,Brimonidine Tartrate,Somerset Therap
1143,Brimonidine Tartrate,Brimonidine Tartrate,Sandoz
1144,Brimonidine Tartrate,Brimonidine Tartrate,Bausch Health U
1145,Brimonidine Tartrate,Brimonidine Tartrate,Akorn Inc.
1146,Brinzolamide,Brinzolamide,Teva USA
1147,Brinzolamide,Brinzolamide,Sandoz
1148,Brisdelle,Paroxetine Mesylate,Sebela Pharmace
1149,Briviact*,Brivaracetam,UCB Pharma*
1150,Bromfenac Sodium,Bromfenac Sodium,Hi-Tech/Akorn C
1151,Bromfenac Sodium,Bromfenac Sodium,Fosun Pharma Us
1152,Bromfenac Sodium,Bromfenac Sodium,Alembic Pharmac
1153,Bromocriptine Mesylate,Bromocriptine Mesylate,Zydus Pharmaceu
1154,Bromocriptine Mesylate,Bromocriptine Mesylate,Sandoz
1155,Bromocriptine Mesylate,Bromocriptine Mesylate,Ranbaxy/Sun Pha
1156,Bromocriptine Mesylate,Bromocriptine Mesylate,Perrigo/Padagis
1157,Bromocriptine Mesylate,Bromocriptine Mesylate,Mylan
1158,Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Perrigo/Padagis
1159,Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Morton Grove Ph
1160,Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Mayne Pharma In
1161,Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Lannett Co. Inc
1162,Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Eywa Pharma Inc
1163,Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Breckenridge
1164,Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Acella Pharmace
1165,Bromsite,Bromfenac Sodium,Sun Pharmaceuti
1166,Brovana,Arformoterol Tartrate,Sunovion Pharma
1167,Brukinsa,Zanubrutinib,"Beigene USA, In"
1168,Bryhali,Halobetasol Propionate,Bausch Health U
1169,Bss,Balanced Salt Irrig Soln No.2,Alcon Surgical
1170,Budesonide Dr,Budesonide,Perrigo/Padagis
1171,Budesonide Dr,Budesonide,Northstar Rx Ll
1172,Budesonide Dr,Budesonide,Mylan
1173,Budesonide EC,Budesonide,Zydus Pharmaceu
1174,Budesonide EC,Budesonide,Teva USA
1175,Budesonide EC,Budesonide,Rising Pharm
1176,Budesonide EC,Budesonide,Mylan Instituti
1177,Budesonide EC,Budesonide,Mayne Pharma In
1178,Budesonide EC,Budesonide,Amneal Pharmace
1179,Budesonide ER,Budesonide,Oceanside Pharm
1180,Budesonide ER,Budesonide,Mylan
1181,Budesonide ER,Budesonide,Actavis/Teva
1182,Budesonide*,Budesonide,Teva USA
1183,Budesonide*,Budesonide,Sun Pharma Glob
1184,Budesonide*,Budesonide,Sandoz
1185,Budesonide*,Budesonide,Northstar Rx Ll
1186,Budesonide*,Budesonide,Nephron Corp
1187,Budesonide*,Budesonide,Lupin Pharmaceu
1188,Budesonide*,Budesonide,Exelan Pharmace
1189,Budesonide*,Budesonide,"Cipla USA, Inc."
1190,Budesonide*,Budesonide,Amneal Pharmace
1191,Budesonide-Formoterol Fumarate,Budesonide/Formoterol Fumarate,Astrazeneca/Pra
1192,Bumetanide*,Bumetanide,Zydus Pharmaceu
1193,Bumetanide*,Bumetanide,West-Ward/Hikma
1194,Bumetanide*,Bumetanide,"West-Ward,Inc./"
1195,Bumetanide*,Bumetanide,Upsher-Smith La
1196,Bumetanide*,Bumetanide,Sandoz
1197,Bumetanide*,Bumetanide,Northstar Rx Ll
1198,Bumetanide*,Bumetanide,Major Pharmaceu
1199,Bumetanide*,Bumetanide,Hospira/Pfizer
1200,Bumetanide*,Bumetanide,Heritage Pharma
1201,Bumetanide*,Bumetanide,Edenbridge Phar
1202,Bumetanide*,Bumetanide,Amneal Pharmace
1203,Bumetanide*,Bumetanide,AHP
1204,Bunavail,Buprenorphine HCl/Naloxone HCl,Biodelivery Sci
1205,Bupap,Butalbital/Acetaminophen,Bausch Health U
1206,Buphenyl,Sodium Phenylbutyrate,Horizon Therape
1207,Bupivacaine HCl,Bupivacaine HCl,Hospira/Pfizer
1208,Bupivacaine HCl,Bupivacaine HCl,Auromedics Phar
1209,Bupivacaine HCl,Bupivacaine HCl/PF,Hospira/Pfizer
1210,Bupivacaine HCl,Bupivacaine HCl/PF,Auromedics Phar
1211,Buprenex,Buprenorphine HCl,Indivior Inc.
1212,Buprenorphine,Buprenorphine,Teva USA
1213,Buprenorphine,Buprenorphine,Rhodes Pharmace
1214,Buprenorphine,Buprenorphine,Apotex Corp
1215,Buprenorphine,Buprenorphine,Amneal Pharmace
1216,Buprenorphine HCl*,Buprenorphine HCl,West-Ward/Hikma*
1217,Buprenorphine HCl*,Buprenorphine HCl,Sun Pharmaceuti
1218,Buprenorphine HCl*,Buprenorphine HCl,Rhodes Pharmace
1219,Buprenorphine HCl*,Buprenorphine HCl,Par Pharm.
1220,Buprenorphine HCl*,Buprenorphine HCl,Hi-Tech/Akorn C
1221,Buprenorphine HCl*,Buprenorphine HCl,Actavis/Teva
1222,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Sun Pharmaceuti
1223,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Sandoz
1224,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Rhodes Pharmace
1225,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Mylan
1226,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Mallinckrodt Ph
1227,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Major Pharmaceu
1228,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Lannett Co. Inc
1229,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,West-Ward/Hikma
1230,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Hi-Tech/Akorn C
1231,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Dr.Reddy'S Lab
1232,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Amneal Pharmace
1233,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Alvogen Inc
1234,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Almatica Pharma
1235,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Actavis/Teva
1236,Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Accord Healthca
1237,Bupropion HCl,Bupropion HCl,Rising Pharm
1238,Bupropion HCl,Bupropion HCl,Mylan Instituti
1239,Bupropion HCl,Bupropion HCl,Mylan
1240,Bupropion HCl,Bupropion HCl,Major Pharmaceu
1241,Bupropion HCl,Bupropion HCl,"Gsms, Inc."
1242,Bupropion HCl,Bupropion HCl,"Cipla USA, Inc."
1243,Bupropion HCl,Bupropion HCl,Bluepoint Labor
1244,Bupropion HCl,Bupropion HCl,Avet Pharmaceut
1245,Bupropion HCl,Bupropion HCl,Apotex Corp
1246,Bupropion HCl SR,Bupropion HCl,Sun Pharma Glob
1247,Bupropion HCl SR,Bupropion HCl,Solco Healthcar
1248,Bupropion HCl SR,Bupropion HCl,Slate Run Pharm
1249,Bupropion HCl SR,Bupropion HCl,Sciegen Pharmac
1250,Bupropion HCl SR,Bupropion HCl,Sandoz
1251,Bupropion HCl SR,Bupropion HCl,Radha Pharmaceu
1252,Bupropion HCl SR,Bupropion HCl,Major Pharmaceu
1253,Bupropion HCl SR,Bupropion HCl,Global Pharm
1254,Bupropion HCl SR,Bupropion HCl,Dr.Reddy'S Lab
1255,Bupropion HCl SR,Bupropion HCl,"Cipla USA, Inc."
1256,Bupropion HCl SR,Bupropion HCl,Actavis/Teva
1257,Bupropion HCl SR,Bupropion HCl,AHP
1258,Bupropion XL,Bupropion HCl,Zydus Pharmaceu
1259,Bupropion XL,Bupropion HCl,Wockhardt USA L
1260,Bupropion XL,Bupropion HCl,TWI Pharmaceuti
1261,Bupropion XL,Bupropion HCl,Sun Pharmaceuti
1262,Bupropion XL,Bupropion HCl,Slate Run Pharm
1263,Bupropion XL,Bupropion HCl,Sandoz
1264,Bupropion XL,Bupropion HCl,Par Pharm.
1265,Bupropion XL,Bupropion HCl,Marlex Pharm.
1266,Bupropion XL,Bupropion HCl,Major Pharmaceu
1267,Bupropion XL,Bupropion HCl,Lupin Pharmaceu
1268,Bupropion XL,Bupropion HCl,"Gsms, Inc."
1269,Bupropion XL,Bupropion HCl,Global Pharm
1270,Bupropion XL,Bupropion HCl,Sciegen Pharmac
1271,Bupropion XL,Bupropion HCl,Westminster Pha
1272,Bupropion XL,Bupropion HCl,Exelan Pharmace
1273,Bupropion XL,Bupropion HCl,Epic Pharma LLC
1274,Bupropion XL,Bupropion HCl,Dr.Reddy'S Lab
1275,Bupropion XL,Bupropion HCl,"Cipla USA, Inc."
1276,Bupropion XL,Bupropion HCl,Bluepoint Labor
1277,Bupropion XL,Bupropion HCl,Avpak
1278,Bupropion XL,Bupropion HCl,Amneal Pharmace
1279,Bupropion XL,Bupropion HCl,Alvogen Inc
1280,Bupropion XL,Bupropion HCl,Actavis/Teva
1281,Bupropion XL,Bupropion HCl,Accord Healthca
1282,Bupropion XL,Bupropion HCl,AHP
1283,Buspirone HCl,Buspirone HCl,Zydus Pharmaceu
1284,Buspirone HCl,Buspirone HCl,Yiling Pharmace
1285,Buspirone HCl,Buspirone HCl,Unichem Pharmac
1286,Buspirone HCl,Buspirone HCl,Strides Pharma
1287,Buspirone HCl,Buspirone HCl,Pd-Rx Pharm
1288,Buspirone HCl,Buspirone HCl,Par Pharm.
1289,Buspirone HCl,Buspirone HCl,Oxford Pharmace
1290,Buspirone HCl,Buspirone HCl,Nivagen Pharmac
1291,Buspirone HCl,Buspirone HCl,Mylan Instituti
1292,Buspirone HCl,Buspirone HCl,Mylan
1293,Buspirone HCl,Buspirone HCl,Teva USA
1294,Buspirone HCl,Buspirone HCl,Major Pharmaceu
1295,Buspirone HCl,Buspirone HCl,"Gsms, Inc."
1296,Buspirone HCl,Buspirone HCl,Epic Pharma LLC
1297,Buspirone HCl,Buspirone HCl,Avkare
1298,Buspirone HCl,Buspirone HCl,Avet Pharmaceut
1299,Buspirone HCl,Buspirone HCl,Aurobindo Pharm
1300,Buspirone HCl,Buspirone HCl,"Apnar Pharma, L"
1301,Buspirone HCl,Buspirone HCl,Amneal Pharmace
1302,Buspirone HCl,Buspirone HCl,Advagen Pharma
1303,Buspirone HCl,Buspirone HCl,Accord Healthca
1304,Butalb-Acetaminoph-Caff-Codein,Butalbit/Acetamin/Caff/Codeine,Qualitest/Par P
1305,Butalb-Acetaminoph-Caff-Codein,Butalbit/Acetamin/Caff/Codeine,Breckenridge
1306,Butalb-Acetaminoph-Caff-Codein,Butalbit/Acetamin/Caff/Codeine,Actavis/Teva
1307,Butalbital Compound-Codeine,Codeine/Butalbital/Asa/Caffein,Lannett Co. Inc
1308,Butalbital Compound-Codeine,Codeine/Butalbital/Asa/Caffein,Actavis/Teva
1309,Butalbital-Acetaminophen,Butalbital/Acetaminophen,Qualitest/Par P
1310,Butalbital-Acetaminophen,Butalbital/Acetaminophen,Oceanside Pharm
1311,Butalbital-Acetaminophen,Butalbital/Acetaminophen,Mayne Pharma In
1312,Butalbital-Acetaminophen,Butalbital/Acetaminophen,Larken Labs
1313,Butalbital-Acetaminophen,Butalbital/Acetaminophen,Granules Pharma
1314,Butalbital-Acetaminophen,Butalbital/Acetaminophen,Alvogen Inc
1315,Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,Xspire Pharma
1316,Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,West-Ward/Hikma
1317,Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,Taro Pharm USA
1318,Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,Sunrise Pharmac
